#FCA75D	5	51
gray	5	50
gray	5	49
#FEBE6E	5	48
#FFF3AC	5	47
#FFF3AC	5	46
#FEEA9C	5	45
#FB9F59	5	44
#FECC7A	5	43
#FEDB87	5	42
#FDB768	5	41
#FA9554	5	40
#FED481	5	39
#F88C50	5	38
#FEDB87	5	37
#F88C50	5	36
#FEBE6E	5	35
#FEC575	5	34
#FCA75D	5	33
#FEDB87	5	32
#FDB063	5	31
#FDB063	5	30
#FEE695	5	29
#FEE28E	5	28
#FCA75D	5	27
#FFF3AC	5	26
#FCA75D	5	25
gray	5	24
#FFF8B3	5	23
#FFEEA4	5	22
#FED481	5	21
#FDFEBC	5	20
#FFF8B3	5	19
#E7F59A	5	18
#FB9F59	5	17
#FFEEA4	5	16
#F6FBB1	5	15
#D53E4E	5	14
#FEEA9C	5	13
#EEF8A5	5	12
gray	5	11
#EC6147	5	10
#FEDB87	5	9
#FEE695	5	8
#FDB768	5	7
#FDFEBC	5	6
#FEDB87	5	5
#F88C50	5	4
#F7834C	5	3
#F88C50	5	2
#FED481	5	1
#F88C50	6	61
#FB9F59	6	60
#F88C50	6	59
#FEBE6E	6	58
gray	6	57
#FEBE6E	6	56
#FFF3AC	6	55
#FED481	6	54
#FDB063	6	53
#F88C50	6	52
#FA9554	6	51
gray	6	50
gray	6	49
#FECC7A	6	48
#FEC575	6	47
#FCA75D	6	46
#FEE28E	6	45
#FECC7A	6	44
#FCA75D	6	43
#FEDB87	6	42
#FA9554	6	41
#FEDB87	6	40
#FEE695	6	39
#FCA75D	6	38
#FEE695	6	37
#FCA75D	6	36
#FECC7A	6	35
#FEC575	6	34
#FEE28E	6	33
#FDB768	6	32
#FDB768	6	31
#FEBE6E	6	30
#FEC575	6	29
#FDB063	6	28
#FDB063	6	27
#FA9554	6	26
#FEC575	6	25
gray	6	24
#FEBE6E	6	23
#FEEA9C	6	22
#FCA75D	6	21
#FFFCBB	6	20
#FEE28E	6	19
#FEE28E	6	18
#F46F43	6	17
#FEEA9C	6	16
#FEDB87	6	15
#DE4D4B	6	14
#FFEEA4	6	13
#FDFEBC	6	12
gray	6	11
#E2544A	6	10
#FEBE6E	6	9
#FED481	6	8
#F88C50	6	7
#FEE28E	6	6
#FDB063	6	5
#F7834C	6	4
#E2544A	6	3
#EC6147	6	2
#FED481	6	1
#FCA75D	7	61
#FECC7A	7	60
#FCA75D	7	59
#FED481	7	58
gray	7	57
#FEC575	7	56
#FEDB87	7	55
#FEBE6E	7	54
#F46F43	7	53
#FDB768	7	52
#FCA75D	7	51
gray	7	50
gray	7	49
#FFEEA4	7	48
#FDB063	7	47
#FEBE6E	7	46
#FFF3AC	7	45
#F88C50	7	44
#FCA75D	7	43
#F88C50	7	42
#FDB768	7	41
#FDB063	7	40
#FED481	7	39
#FEC575	7	38
#FFF8B3	7	37
#FEC575	7	36
#FDB768	7	35
#FDB063	7	34
#FDB063	7	33
#F7834C	7	32
#FEC575	7	31
#FDB768	7	30
#FEE695	7	29
#FEEA9C	7	28
#FCA75D	7	27
#F88C50	7	26
#FB9F59	7	25
gray	7	24
#FDB768	7	23
#FEDB87	7	22
#FDB063	7	21
#FFF3AC	7	20
#FEDB87	7	19
#FFF8B3	7	18
#E75A48	7	17
#FFEEA4	7	16
#FECC7A	7	15
#D53E4E	7	14
#FFF3AC	7	13
#EBF79F	7	12
gray	7	11
#F46F43	7	10
#FEE28E	7	9
#FEE695	7	8
#F06744	7	7
#FEE695	7	6
#FEBE6E	7	5
#F67948	7	4
#DE4D4B	7	3
#EC6147	7	2
#FED481	7	1
#FFF3AC	8	61
#FEEA9C	8	60
#FFF8B3	8	59
#FFFCBB	8	58
gray	8	57
#F9FCB6	8	56
#FEEA9C	8	55
#FDFEBC	8	54
#FFF8B3	8	53
#F9FCB6	8	52
#F9FCB6	8	51
gray	8	50
gray	8	49
#FFFCBB	8	48
#FDFEBC	8	47
#EBF79F	8	46
#F9FCB6	8	45
#F6FBB1	8	44
#E0F299	8	43
#FFF3AC	8	42
#FEEA9C	8	41
#F9FCB6	8	40
#FEE695	8	39
#FDFEBC	8	38
#E7F59A	8	37
#FDFEBC	8	36
#FFFCBB	8	35
#FFF8B3	8	34
#E7F59A	8	33
#FFEEA4	8	32
#FFF3AC	8	31
#F6FBB1	8	30
#EBF79F	8	29
#FDFEBC	8	28
#F2F9AB	8	27
#F9FCB6	8	26
#FEE28E	8	25
gray	8	24
#9BD6A4	8	23
#EBF79F	8	22
#FFF8B3	8	21
#EBF79F	8	20
#F2F9AB	8	19
#9BD6A4	8	18
#FED481	8	17
#EEF8A5	8	16
#92D2A4	8	15
#F7834C	8	14
#D0EC9C	8	13
#E0F299	8	12
gray	8	11
#FECC7A	8	10
#FEEA9C	8	9
#FFF8B3	8	8
#FFEEA4	8	7
#D9EF9B	8	6
#E7F59A	8	5
#FEBE6E	8	4
#FCA75D	8	3
#FEC575	8	2
#FEEA9C	8	1
#A4DAA4	9	61
#92D2A4	9	60
#D9EF9B	9	59
#BFE4A0	9	58
gray	9	57
#F6FBB1	9	56
#7ECAA4	9	55
#B6E1A1	9	54
#EBF79F	9	53
#BFE4A0	9	52
#E7F59A	9	51
gray	9	50
gray	9	49
#EEF8A5	9	48
#92D2A4	9	47
#73C6A4	9	46
#68C2A4	9	45
#92D2A4	9	44
#68C2A4	9	43
#92D2A4	9	42
#92D2A4	9	41
#7ECAA4	9	40
#A4DAA4	9	39
#D9EF9B	9	38
#88CEA4	9	37
#D0EC9C	9	36
#73C6A4	9	35
#ADDDA3	9	34
#BFE4A0	9	33
#B6E1A1	9	32
#EEF8A5	9	31
#9BD6A4	9	30
#A4DAA4	9	29
#7ECAA4	9	28
#FDFEBC	9	27
#EBF79F	9	26
#FFF8B3	9	25
gray	9	24
#92D2A4	9	23
#62BBA8	9	22
#E7F59A	9	21
#9BD6A4	9	20
#B6E1A1	9	19
#4578B5	9	18
#FECC7A	9	17
#88CEA4	9	16
#5DB2AB	9	15
#FEBE6E	9	14
#C8E89E	9	13
#9BD6A4	9	12
gray	9	11
#FEEA9C	9	10
#9BD6A4	9	9
#B6E1A1	9	8
#B6E1A1	9	7
#3288BC	9	6
#9BD6A4	9	5
#FEE695	9	4
#FED481	9	3
#FDB063	9	2
#88CEA4	9	1
#ADDDA3	10	61
#EBF79F	10	60
#B6E1A1	10	59
#C8E89E	10	58
gray	10	57
#FEDB87	10	56
#D0EC9C	10	55
#E0F299	10	54
#FFF8B3	10	53
#D9EF9B	10	52
#BFE4A0	10	51
gray	10	50
gray	10	49
#F2F9AB	10	48
#D0EC9C	10	47
#7ECAA4	10	46
#88CEA4	10	45
#C8E89E	10	44
#88CEA4	10	43
#9BD6A4	10	42
#92D2A4	10	41
#ADDDA3	10	40
#EBF79F	10	39
#E7F59A	10	38
#ADDDA3	10	37
#E0F299	10	36
#88CEA4	10	35
#FEE695	10	34
#E0F299	10	33
#BFE4A0	10	32
#F6FBB1	10	31
#BFE4A0	10	30
#A4DAA4	10	29
#ADDDA3	10	28
#F9FCB6	10	27
#B6E1A1	10	26
#FFF3AC	10	25
gray	10	24
#A4DAA4	10	23
#68C2A4	10	22
#68C2A4	10	21
#7ECAA4	10	20
#F2F9AB	10	19
#57AAAF	10	18
#FEEA9C	10	17
#9BD6A4	10	16
#5DB2AB	10	15
#FB9F59	10	14
#7ECAA4	10	13
#92D2A4	10	12
gray	10	11
#FEDB87	10	10
#7ECAA4	10	9
#7ECAA4	10	8
#D9EF9B	10	7
#5DB2AB	10	6
#BFE4A0	10	5
#FFEEA4	10	4
#FED481	10	3
#FDB768	10	2
#A4DAA4	10	1
#FFFCBB	11	61
#FFFCBB	11	60
#FFF8B3	11	59
#F2F9AB	11	58
gray	11	57
#F6FBB1	11	56
#F6FBB1	11	55
#FFF8B3	11	54
#FFF8B3	11	53
#F2F9AB	11	52
#FDFEBC	11	51
gray	11	50
gray	11	49
#F6FBB1	11	48
#E7F59A	11	47
#F2F9AB	11	46
#E0F299	11	45
#FFFCBB	11	44
#D9EF9B	11	43
#EEF8A5	11	42
#E7F59A	11	41
#FFF3AC	11	40
#E7F59A	11	39
#FFF3AC	11	38
#D9EF9B	11	37
#FFF3AC	11	36
#F2F9AB	11	35
#EBF79F	11	34
#D0EC9C	11	33
#FFF8B3	11	32
#F6FBB1	11	31
#E7F59A	11	30
#E7F59A	11	29
#E0F299	11	28
#FFEEA4	11	27
#F2F9AB	11	26
#F2F9AB	11	25
gray	11	24
#E0F299	11	23
#E0F299	11	22
#E7F59A	11	21
#F9FCB6	11	20
#D0EC9C	11	19
#9BD6A4	11	18
#FEE28E	11	17
#ADDDA3	11	16
#73C6A4	11	15
#EC6147	11	14
#C8E89E	11	13
#A4DAA4	11	12
gray	11	11
#FED481	11	10
#FDFEBC	11	9
#F2F9AB	11	8
#FFF8B3	11	7
#E0F299	11	6
#E7F59A	11	5
#FEEA9C	11	4
#FECC7A	11	3
#FEE28E	11	2
#FFF8B3	11	1
#FEDB87	12	61
#FFEEA4	12	60
#FFFCBB	12	59
#E7F59A	12	58
gray	12	57
#FEDB87	12	56
#FFF8B3	12	55
#FFEEA4	12	54
#FEDB87	12	53
#FFFCBB	12	52
#FFFCBB	12	51
gray	12	50
gray	12	49
#F9FCB6	12	48
#FFFCBB	12	47
#FFF8B3	12	46
#FFF8B3	12	45
#FEE695	12	44
#FFF3AC	12	43
#FEE695	12	42
#FFF8B3	12	41
#FDFEBC	12	40
#FEEA9C	12	39
#FED481	12	38
#FFF3AC	12	37
#FEE695	12	36
#FFF3AC	12	35
#FEE28E	12	34
#FFF3AC	12	33
#FEE695	12	32
#FEEA9C	12	31
#FDFEBC	12	30
#FFEEA4	12	29
#FFEEA4	12	28
#FEE695	12	27
#FFEEA4	12	26
#FEEA9C	12	25
gray	12	24
#F6FBB1	12	23
#FFFCBB	12	22
#FEEA9C	12	21
#FFF8B3	12	20
#EEF8A5	12	19
#C8E89E	12	18
#FEBE6E	12	17
#FFF8B3	12	16
#EBF79F	12	15
#FB9F59	12	14
#F2F9AB	12	13
#D9EF9B	12	12
gray	12	11
#FDB768	12	10
#FFF8B3	12	9
#FFF8B3	12	8
#FEE695	12	7
#E0F299	12	6
#F6FBB1	12	5
#FEC575	12	4
#F88C50	12	3
#FDB768	12	2
#FFEEA4	12	1
#F2F9AB	13	61
#EEF8A5	13	60
#FDFEBC	13	59
#EBF79F	13	58
gray	13	57
#EEF8A5	13	56
#D9EF9B	13	55
#F2F9AB	13	54
#F6FBB1	13	53
#D0EC9C	13	52
#FDFEBC	13	51
gray	13	50
gray	13	49
#EEF8A5	13	48
#E7F59A	13	47
#F6FBB1	13	46
#D9EF9B	13	45
#F2F9AB	13	44
#F6FBB1	13	43
#EBF79F	13	42
#E0F299	13	41
#E0F299	13	40
#D9EF9B	13	39
#FFF3AC	13	38
#D0EC9C	13	37
#FFF3AC	13	36
#EBF79F	13	35
#FDFEBC	13	34
#D0EC9C	13	33
#F6FBB1	13	32
#F9FCB6	13	31
#EEF8A5	13	30
#EEF8A5	13	29
#EBF79F	13	28
#E0F299	13	27
#C8E89E	13	26
#FFFCBB	13	25
gray	13	24
#E7F59A	13	23
#D9EF9B	13	22
#F2F9AB	13	21
#E0F299	13	20
#D0EC9C	13	19
#7ECAA4	13	18
#FEE695	13	17
#E7F59A	13	16
#ADDDA3	13	15
#FA9554	13	14
#D9EF9B	13	13
#C8E89E	13	12
gray	13	11
#FED481	13	10
#ADDDA3	13	9
#ADDDA3	13	8
#F2F9AB	13	7
#92D2A4	13	6
#C8E89E	13	5
#FFEEA4	13	4
#FEBE6E	13	3
#FFEEA4	13	2
#92D2A4	13	1
#E7F59A	14	61
#E0F299	14	60
#D0EC9C	14	59
#C8E89E	14	58
gray	14	57
#F2F9AB	14	56
#E0F299	14	55
#EEF8A5	14	54
#FDFEBC	14	53
#ADDDA3	14	52
#EEF8A5	14	51
gray	14	50
gray	14	49
#E0F299	14	48
#EEF8A5	14	47
#EEF8A5	14	46
#D9EF9B	14	45
#E7F59A	14	44
#E7F59A	14	43
#F6FBB1	14	42
#E0F299	14	41
#D9EF9B	14	40
#EEF8A5	14	39
#FFFCBB	14	38
#E0F299	14	37
#FFF8B3	14	36
#E7F59A	14	35
#E0F299	14	34
#C8E89E	14	33
#EBF79F	14	32
#FFF3AC	14	31
#E0F299	14	30
#E7F59A	14	29
#EEF8A5	14	28
#F9FCB6	14	27
#EBF79F	14	26
#EEF8A5	14	25
gray	14	24
#BFE4A0	14	23
#BFE4A0	14	22
#EBF79F	14	21
#88CEA4	14	20
#ADDDA3	14	19
#7ECAA4	14	18
#EEF8A5	14	17
#E7F59A	14	16
#92D2A4	14	15
#FA9554	14	14
#B6E1A1	14	13
#9BD6A4	14	12
gray	14	11
#FEE695	14	10
#D0EC9C	14	9
#C8E89E	14	8
#EEF8A5	14	7
#73C6A4	14	6
#E7F59A	14	5
#FEEA9C	14	4
#FEBE6E	14	3
#FEC575	14	2
#D9EF9B	14	1
#D0EC9C	15	61
#7ECAA4	15	60
#57AAAF	15	59
#3E90B9	15	58
gray	15	57
#EBF79F	15	56
#62BBA8	15	55
#BFE4A0	15	54
#92D2A4	15	53
#A4DAA4	15	52
#EBF79F	15	51
gray	15	50
gray	15	49
#FFF3AC	15	48
#BFE4A0	15	47
#4898B6	15	46
#3E90B9	15	45
#68C2A4	15	44
#4898B6	15	43
#88CEA4	15	42
#73C6A4	15	41
#4898B6	15	40
#92D2A4	15	39
#FEDB87	15	38
#5DB2AB	15	37
#FCA75D	15	36
#68C2A4	15	35
#EBF79F	15	34
#E0F299	15	33
#92D2A4	15	32
#F6FBB1	15	31
#BFE4A0	15	30
#BFE4A0	15	29
#3E90B9	15	28
#F9FCB6	15	27
#88CEA4	15	26
#9BD6A4	15	25
gray	15	24
#73C6A4	15	23
#5DB2AB	15	22
#D9EF9B	15	21
#68C2A4	15	20
#A4DAA4	15	19
#5A58A5	15	18
#FEEA9C	15	17
#5DB2AB	15	16
#4578B5	15	15
#FED481	15	14
#62BBA8	15	13
#ADDDA3	15	12
gray	15	11
#EEF8A5	15	10
#57AAAF	15	9
#73C6A4	15	8
#ADDDA3	15	7
#4578B5	15	6
#5DB2AB	15	5
#FFF3AC	15	4
#FEC575	15	3
#FEEA9C	15	2
#62BBA8	15	1
#C8E89E	16	61
#F2F9AB	16	60
#B6E1A1	16	59
#68C2A4	16	58
gray	16	57
#FFFCBB	16	56
#BFE4A0	16	55
#F06744	16	54
#F6FBB1	16	53
#7ECAA4	16	52
#FEDB87	16	51
gray	16	50
gray	16	49
#F6FBB1	16	48
#FEE695	16	47
#FED481	16	46
#FFF8B3	16	45
#F6FBB1	16	44
#F9FCB6	16	43
#EBF79F	16	42
#F88C50	16	41
#FFEEA4	16	40
#D9EF9B	16	39
#FED481	16	38
#FEBE6E	16	37
#FECC7A	16	36
#FFEEA4	16	35
#FEE695	16	34
#F67948	16	33
#B6E1A1	16	32
#FDB768	16	31
#9BD6A4	16	30
#68C2A4	16	29
#BFE4A0	16	28
#EBF79F	16	27
#9BD6A4	16	26
#FFEEA4	16	25
gray	16	24
#DE4D4B	16	23
#FEC575	16	22
#D9454D	16	21
#D9454D	16	20
#D9454D	16	19
#62BBA8	16	18
#F9FCB6	16	17
#7ECAA4	16	16
#68C2A4	16	15
#FEE695	16	14
#9BD6A4	16	13
#F9FCB6	16	12
gray	16	11
#FEDB87	16	10
#92D2A4	16	9
#C8E89E	16	8
#FDB768	16	7
#FFF8B3	16	6
#73C6A4	16	5
#FEEA9C	16	4
#FEDB87	16	3
#FED481	16	2
#EEF8A5	16	1
#FED481	17	61
#FFFCBB	17	60
#ADDDA3	17	59
#57AAAF	17	58
gray	17	57
#FFF8B3	17	56
#C8E89E	17	55
#D9454D	17	54
#FDFEBC	17	53
#68C2A4	17	52
#EEF8A5	17	51
gray	17	50
gray	17	49
#F6FBB1	17	48
#FEDB87	17	47
#FA9554	17	46
#E0F299	17	45
#F6FBB1	17	44
#B6E1A1	17	43
#EEF8A5	17	42
#CD374D	17	41
#BFE4A0	17	40
#D9EF9B	17	39
#FDB768	17	38
#F6FBB1	17	37
#FA9554	17	36
#FEEA9C	17	35
#FA9554	17	34
#FA9554	17	33
#B6E1A1	17	32
#FED481	17	31
#ADDDA3	17	30
#62BBA8	17	29
#D0EC9C	17	28
#FDFEBC	17	27
#73C6A4	17	26
#D53E4E	17	25
gray	17	24
#E2544A	17	23
#F9FCB6	17	22
#D53E4E	17	21
#F88C50	17	20
#D53E4E	17	19
#5DB2AB	17	18
#E7F59A	17	17
#73C6A4	17	16
#3288BC	17	15
#FED481	17	14
#73C6A4	17	13
#ADDDA3	17	12
gray	17	11
#FEE28E	17	10
#A4DAA4	17	9
#E7F59A	17	8
#9E0041	17	7
#BFE4A0	17	6
#5DB2AB	17	5
#FFEEA4	17	4
#FEE695	17	3
#FED481	17	2
#D0EC9C	17	1
#D0EC9C	18	61
#E7F59A	18	60
#EEF8A5	18	59
#5DB2AB	18	58
gray	18	57
#F67948	18	56
#9BD6A4	18	55
#EBF79F	18	54
#A4DAA4	18	53
#D0EC9C	18	52
#F6FBB1	18	51
gray	18	50
gray	18	49
#FDB768	18	48
#D9EF9B	18	47
#F2F9AB	18	46
#B6E1A1	18	45
#F9FCB6	18	44
#D0EC9C	18	43
#ADDDA3	18	42
#B6E1A1	18	41
#4898B6	18	40
#E0F299	18	39
#FED481	18	38
#C8E89E	18	37
#FFF3AC	18	36
#E7F59A	18	35
#F67948	18	34
#FFFCBB	18	33
#E7F59A	18	32
#FFF3AC	18	31
#F9FCB6	18	30
#C8E89E	18	29
#EBF79F	18	28
#FFEEA4	18	27
#B6E1A1	18	26
#FEEA9C	18	25
gray	18	24
#B6E1A1	18	23
#EBF79F	18	22
#F06744	18	21
#F6FBB1	18	20
#FED481	18	19
#5A58A5	18	18
#FEEA9C	18	17
#62BBA8	18	16
#73C6A4	18	15
#FB9F59	18	14
#B6E1A1	18	13
#EBF79F	18	12
gray	18	11
#FEE695	18	10
#A4DAA4	18	9
#B6E1A1	18	8
#BFE4A0	18	7
#57AAAF	18	6
#73C6A4	18	5
#FEDB87	18	4
#FCA75D	18	3
#FEC575	18	2
#A4DAA4	18	1
#FFF8B3	19	61
#FFF3AC	19	60
#F9FCB6	19	59
#F9FCB6	19	58
gray	19	57
#FEEA9C	19	56
#FDFEBC	19	55
#FEE28E	19	54
#FFF3AC	19	53
#F6FBB1	19	52
#FFFCBB	19	51
gray	19	50
gray	19	49
#FDFEBC	19	48
#F9FCB6	19	47
#F9FCB6	19	46
#FFFCBB	19	45
#FFEEA4	19	44
#FFEEA4	19	43
#FEE695	19	42
#FFF8B3	19	41
#FED481	19	40
#FFF3AC	19	39
#FFF3AC	19	38
#FEEA9C	19	37
#FFF3AC	19	36
#FEE28E	19	35
#FFFCBB	19	34
#F6FBB1	19	33
#FFF3AC	19	32
#FFEEA4	19	31
#F9FCB6	19	30
#FFF8B3	19	29
#F9FCB6	19	28
#FFF3AC	19	27
#FEE695	19	26
#FFEEA4	19	25
gray	19	24
#FDFEBC	19	23
#FFF3AC	19	22
#FFF3AC	19	21
#FFEEA4	19	20
#EBF79F	19	19
#9BD6A4	19	18
#FFF3AC	19	17
#FEE28E	19	16
#D9EF9B	19	15
#FED481	19	14
#FDFEBC	19	13
#FFFCBB	19	12
gray	19	11
#FECC7A	19	10
#F9FCB6	19	9
#EBF79F	19	8
#F2F9AB	19	7
#C8E89E	19	6
#F6FBB1	19	5
#FEE28E	19	4
#FDB768	19	3
#FDB768	19	2
#FDFEBC	19	1
#FFF3AC	20	61
#FFEEA4	20	60
#F6FBB1	20	59
#FFFCBB	20	58
gray	20	57
#FEE28E	20	56
#FEEA9C	20	55
#FEE695	20	54
#FEEA9C	20	53
#FDFEBC	20	52
#FFEEA4	20	51
gray	20	50
gray	20	49
#FEEA9C	20	48
#FFF8B3	20	47
#FFFCBB	20	46
#FFF8B3	20	45
#FEE695	20	44
#FFEEA4	20	43
#FFF3AC	20	42
#FFF3AC	20	41
#FEE695	20	40
#FEEA9C	20	39
#FFF3AC	20	38
#FFF8B3	20	37
#FFF3AC	20	36
#FEEA9C	20	35
#FEEA9C	20	34
#FFF8B3	20	33
#FEEA9C	20	32
#FEE695	20	31
#FFEEA4	20	30
#F6FBB1	20	29
#FDFEBC	20	28
#FEE695	20	27
#FEEA9C	20	26
#FFF3AC	20	25
gray	20	24
#FEEA9C	20	23
#FFF3AC	20	22
#FEE695	20	21
#FEE695	20	20
#E7F59A	20	19
#D9EF9B	20	18
#FEE28E	20	17
#FEE695	20	16
#D0EC9C	20	15
#FDB063	20	14
#FFFCBB	20	13
#FFF3AC	20	12
gray	20	11
#FDB768	20	10
#FDFEBC	20	9
#F6FBB1	20	8
#F9FCB6	20	7
#EEF8A5	20	6
#FFFCBB	20	5
#FEDB87	20	4
#FDB063	20	3
#FCA75D	20	2
#F9FCB6	20	1

