Application: Tecan i-control				Tecan i-control , 1.8.50.0				
Device: infinite M1000				Serial number: 902005916				
Firmware: V_1.35_08/2010_S3F (Aug 11 2010/09.36.01)				MAI, V_1.35_08/2010_S3F (Aug 11 2010/09.36.01)				
								
Date:	19/08/2015							
Time:	01:06:24 p.m.							
								
								
System				BA-06679A1CA79C				
User				BA-06679A1CA79C\Infinite Reader				
Plate				Nunclon 96 Flat Bottom Black Polystyrol LumiNunc FluoroNunc [NUN96fb_LumiNunc FluoroNunc.pdfx]				
Plate-ID (Stacker)								
								
List of actions in this measurement script:								
Kinetic								
Fluorescence								
								
								
Label: Label1								
Kinetic Measurement								
Kinetic duration				0:50:00				
Interval Time				Minimal				
Mode				Fluorescence Top Reading				
451	1326	28.5	21501	22265	39908	41186	37725	35020
452	1328.9	28.5	21769	22156	39748	41063	37876	34191
453	1331.8	28.5	22108	22057	39263	41810	38289	35401
454	1334.7	28.4	21886	21324	39582	42122	37763	33848
455	1337.5	28.4	21430	20975	38971	40083	38201	34954
456	1340.4	28.6	21253	22338	39357	41477	38447	35202
457	1343.3	28.6	21341	21693	38959	42298	37612	34776
458	1346.2	28.4	22221	21261	40299	41229	38388	34521
459	1349.1	28.4	22827	22072	38594	41327	37785	34831
460	1352	28.4	21209	21578	39239	41938	38003	34605
461	1354.9	28.4	21191	22288	38952	41305	38135	34976
462	1357.7	28.4	20832	22479	40576	41245	38099	34470
463	1360.6	28.4	22571	20958	40469	40725	38414	34448
464	1363.5	28.4	22889	22127	39359	41554	36585	34788
465	1366.4	28.4	21942	23076	40830	40934	38207	34784
466	1369.3	28.6	22065	20899	39109	40081	37345	34859
467	1372.1	28.6	22000	22550	39754	40133	37470	33612
468	1375	28.5	22188	22131	39703	40440	38679	35189
469	1377.9	28.5	21506	21914	40377	41025	38140	34527
470	1380.8	28.5	21421	21350	40180	40760	38020	33744
471	1383.6	28.5	22313	20951	39163	41795	37456	34926
472	1386.5	28.5	22042	21422	38540	41032	37675	34962
473	1389.4	28.5	21493	21089	39981	41719	37631	35117
474	1392.3	28.5	22354	21653	39183	40824	37655	34252
475	1395.2	28.5	21325	21102	40533	40795	37626	35556
476	1398.1	28.5	21491	21292	39553	41260	37820	34657
477	1401	28.5	21306	21338	40560	40090	38137	34658
478	1403.8	28.7	21340	22147	38177	40856	37526	33753
479	1406.7	28.7	21812	22232	40536	41495	39360	35070
480	1409.6	28.4	21848	22012	39481	41426	37951	34049
481	1412.5	28.4	21493	21345	39694	41425	36622	34211
482	1415.4	28.7	22131	21378	38968	40627	37086	33628
483	1418.3	28.7	21555	21909	39333	41396	37159	34565
484	1421.2	28.6	21503	21740	39278	41752	38925	34714
485	1424	28.6	22095	22060	38336	40815	38124	34768
486	1426.9	28.6	22410	22006	39457	40755	37113	34657
487	1429.8	28.6	21321	21649	40549	41815	37568	34305
488	1432.7	28.6	21532	21458	39176	40436	38133	33980
489	1435.6	28.6	22092	22043	39124	41302	37986	34477
490	1438.4	28.4	20982	21465	40037	41728	37439	33974
491	1441.3	28.4	22121	21461	40076	41782	36768	35192
492	1444.2	28.5	22159	22363	40178	41441	38344	34454
493	1447.1	28.5	22045	22125	40781	41795	37316	33763
494	1450	28.7	21125	20841	39347	41783	38478	33982
495	1452.8	28.7	21999	20850	39396	40778	37287	33941
496	1455.7	28.7	21786	22090	39318	41448	38800	34581
497	1458.6	28.7	21954	22751	40063	40933	38004	35256
498	1461.5	28.6	22327	22456	40119	41555	37974	34709
499	1464.4	28.6	21767	21477	39303	41529	37484	34078
500	1467.2	28.6	22049	22818	39416	41659	38141	34477
501	1470.1	28.6	22011	21958	38591	42257	38346	35171
502	1473	28.4	21237	21350	39959	41610	37492	35071
503	1475.9	28.4	21943	21673	40108	40735	37469	34330
504	1478.8	28.7	22177	22250	39348	41821	38180	35130
505	1481.7	28.7	22454	21909	38736	40362	37940	35083
506	1484.6	28.5	22275	21526	40076	41416	36949	34842
507	1487.4	28.5	21322	21998	39397	41915	36978	33571
508	1490.3	28.7	21657	22502	38960	40841	37544	34222
509	1493.2	28.7	22045	22591	40307	40730	37181	34290
510	1496.1	28.7	22905	22086	40144	40031	37825	35389
511	1499	28.7	21336	22624	40619	42220	37338	34576
512	1501.9	28.5	22353	21093	39251	40994	37325	33702
513	1504.7	28.5	21526	22340	40224	40996	37577	35091
514	1507.6	28.7	22697	22822	38969	40731	36565	34873
515	1510.5	28.7	22216	21553	39965	40585	38102	35100
516	1513.4	28.7	21780	21948	39152	41002	37550	34716
517	1516.3	28.7	21351	20895	39366	41485	38581	34331
518	1519.2	28.4	21584	22235	39653	41941	37162	35144
519	1522	28.4	21418	21815	39120	42436	38688	35063
520	1524.9	28.7	21633	22069	39525	40373	37242	33747
521	1527.8	28.7	20755	21306	38975	40418	38137	33931
522	1530.7	28.5	21825	22831	39718	40649	36811	34647
523	1533.6	28.5	21779	21972	39817	41056	37651	34472
524	1536.5	28.5	22411	21880	39798	40877	38086	34546
525	1539.3	28.5	21781	22121	40391	41436	38351	35854
526	1542.2	28.6	21951	21722	39944	42515	37963	34220
527	1545.1	28.6	22968	21657	39401	41513	36568	34118
528	1548	28.5	21454	22816	39752	41264	38461	35100
529	1550.9	28.5	22080	21800	38655	40742	36458	34818
530	1553.8	28.7	22664	22068	40136	40440	37844	35786
531	1556.7	28.7	22040	21352	39998	40718	37941	34918
532	1559.5	28.7	21696	22181	39489	41069	38048	34347
533	1562.4	28.7	22195	22256	38222	42225	38798	33885
534	1565.3	28.5	22141	21713	40588	41159	38286	34721
535	1568.2	28.5	21279	22952	39072	41145	37987	33997
536	1571.1	28.5	21199	21402	39675	40461	38080	34619
537	1573.9	28.5	21358	22871	39783	40978	37802	35099
538	1576.8	28.7	21674	21388	38902	40674	37210	34161
539	1579.7	28.7	22107	21155	39474	40541	38551	33902
540	1582.6	28.5	21459	21979	40308	41763	38011	33834
541	1585.5	28.5	20790	21843	38447	40639	37714	34271
542	1588.3	28.5	21047	21756	39743	40400	36832	33632
543	1591.2	28.5	21765	22039	40300	41066	37926	35470
544	1594.1	28.7	21032	22065	38502	39757	37593	34843
545	1597	28.7	22123	21284	40517	41155	37769	33441
546	1599.8	28.7	21874	22551	39063	40418	38435	34760
547	1602.7	28.7	21784	21416	38943	40458	38669	34766
548	1605.6	28.4	21973	21730	39285	41219	38627	34459
549	1608.5	28.4	21437	21135	38922	40682	37380	33905
550	1611.4	28.4	21376	21979	39186	41811	37334	33508
551	1614.3	28.4	22797	22052	39682	40924	36622	34288
552	1617.1	28.7	21364	21495	40756	40850	37487	35759
553	1620	28.7	21733	21405	40579	40590	37789	34287
554	1622.9	28.7	21463	22066	39377	41141	37898	34640
555	1625.8	28.7	22671	21270	40531	41690	37365	34600
556	1628.7	28.5	21932	21858	38943	40444	37231	34685
557	1631.6	28.5	22080	22036	39680	40185	37059	34753
558	1634.4	28.6	22424	21474	40117	41519	38165	34919
559	1637.3	28.6	22036	21691	40618	41632	36870	34145
560	1640.2	28.6	21479	21664	38734	41567	38258	34105
561	1643.1	28.6	21525	20735	38533	39366	38312	34777
562	1646	28.7	22113	21266	39382	40879	37414	34180
563	1648.9	28.7	21996	22198	38346	42201	36230	33604
564	1651.7	28.7	21924	21881	39131	41541	36796	34122
565	1654.6	28.7	22195	21897	39024	41194	37599	34482
566	1657.5	28.6	20990	21776	39312	40961	37450	34137
567	1660.4	28.6	22250	21209	40065	41035	37451	33761
568	1663.3	28.7	22547	21713	40062	40439	37337	34342
569	1666.2	28.7	22184	21607	39864	41691	37559	34041
570	1669.1	28.7	21760	22269	39682	40118	37984	34761
571	1671.9	28.7	21483	21873	39490	41320	38179	33744
572	1674.8	28.7	21834	21652	38897	40568	36774	34711
573	1677.7	28.7	21723	21808	38859	39931	37731	34175
574	1680.6	28.5	22350	22617	39403	39937	37144	34566
575	1683.5	28.5	22568	22484	39671	40600	37826	34379
576	1686.4	28.7	21559	22533	38947	43461	37068	35239
577	1689.2	28.7	21631	21073	39673	41105	37456	34087
578	1692.1	28.5	21345	21152	39096	39840	38369	34255
579	1695	28.5	21279	23014	39372	41479	38080	34164
580	1697.9	28.5	21896	21542	39512	41918	37074	33744
581	1700.7	28.5	21236	21544	40073	41201	37840	34005
582	1703.6	28.7	22285	22137	39124	41229	37336	35284
583	1706.5	28.7	21640	21674	40118	42101	38101	34605
584	1709.4	28.6	22233	22040	39316	40859	38109	33938
585	1712.3	28.6	21038	22134	38731	40156	37406	34571
586	1715.2	28.7	21929	21754	39813	40599	37840	33896
587	1718	28.7	22221	22663	40325	42064	38250	34763
588	1720.9	28.6	22280	21479	39570	40861	38400	34157
589	1723.8	28.6	21804	22078	39483	40053	37004	34131
590	1726.7	28.5	21041	21531	39915	41579	37470	34837
591	1729.5	28.5	22007	21009	40435	39911	36090	34089
592	1732.4	28.7	22633	22666	39649	40632	37728	34662
593	1735.3	28.7	22213	21627	38714	40536	37644	33128
594	1738.2	28.7	22483	21917	39518	40182	37137	33588
595	1741.1	28.7	21898	21828	39180	40687	37359	34503
596	1743.9	28.7	22144	21204	38576	41148	37510	33018
597	1746.8	28.7	20953	22637	37927	40484	37902	35496
598	1749.7	28.5	22483	21392	39225	40700	36683	33676
599	1752.6	28.5	21864	21768	38229	40473	37667	34396
600	1755.5	28.4	22649	21111	39678	42161	39062	33638
601	1758.4	28.4	22689	21227	38314	41721	37247	34289
602	1761.3	28.7	21092	21746	38970	41386	36777	34110
603	1764.1	28.7	21546	21174	38816	39674	37543	33163
604	1767	28.7	22807	22322	40470	40568	38580	33905
605	1769.9	28.7	21867	21473	39473	41169	38512	34960
606	1772.8	28.7	22794	22583	40036	41317	37107	33818
607	1775.7	28.7	21839	21312	39825	40309	37485	34701
608	1778.6	28.7	21246	22512	38768	40755	36952	34453
609	1781.4	28.7	22355	21921	39108	40564	38399	34863
610	1784.3	28.7	22152	21418	39401	42108	37845	34723
611	1787.2	28.7	21584	21516	39933	39599	37205	34368
612	1857.3	28.7	22224	22583	40064	41590	36462	33753
613	1860.2	28.7	21300	21410	38603	41462	38006	33467
614	1863	28.7	21430	21803	37709	39801	37866	33613
615	1865.9	28.7	21403	22671	39242	40069	37108	35587
616	1868.8	28.6	21437	21487	38783	40362	37221	34917
617	1871.7	28.6	22276	21982	40831	40072	37453	34056
618	1874.6	28.7	21732	21980	38662	40397	37793	33262
619	1877.4	28.7	22707	21243	38486	41924	37605	35095
620	1880.3	28.7	21054	22572	38796	40936	38285	34855
621	1883.2	28.7	21408	21896	39491	41046	37537	35233
622	1886.1	28.7	21797	22177	39390	40296	37492	34569
623	1889	28.7	21166	22039	40140	40795	36772	35290
624	1891.8	28.7	20897	22087	38073	39245	37702	34819
625	1894.7	28.7	21935	21695	37933	41150	37180	34613
626	1897.6	28.7	22546	22026	39890	40956	38253	33538
627	1900.5	28.7	21746	21814	39111	40675	37817	34366
628	1903.3	28.7	21938	23134	39568	41158	37443	34563
629	1906.2	28.7	21472	21543	39140	41997	36921	34425
630	1909.1	28.7	21831	21282	38868	41152	37080	33800
631	1912	28.7	21984	22645	38627	41965	37134	35050
632	1914.9	28.4	21320	22244	38489	42528	37620	33558
633	1917.8	28.4	21507	21030	39760	41148	37074	32697
634	1920.6	28.5	22073	21783	39224	42201	37503	35075
635	1923.5	28.5	22041	22322	39450	41705	37557	33386
636	1926.4	28.7	22010	22331	39607	40750	37602	33746
637	1929.3	28.7	21336	22100	39312	39525	36229	34557
638	1932.2	28.7	21607	22893	39457	40703	37773	33664
639	1935	28.7	22781	21734	40218	39993	37504	33969
640	1937.9	28.7	21954	20898	39960	41939	37039	34172
641	1940.8	28.7	21862	21372	38614	40475	37218	34067
642	1943.7	28.6	21962	21877	40070	40716	37067	34393
643	1946.6	28.6	21486	21359	39692	40843	37532	33997
644	1949.4	28.7	21350	20427	38847	40767	36519	33444
645	1952.3	28.7	22157	22143	39557	40989	37700	34259
646	1955.2	28.6	21695	21811	39711	40423	37117	34276
647	1958.1	28.6	23161	20887	39009	40607	37636	33946
648	1961	28.7	21496	21488	39202	41104	36044	34422
649	1963.8	28.7	21470	22295	38509	41289	37472	35612
650	1966.7	28.7	21896	21644	40020	40099	37120	34200
651	1969.6	28.7	21549	21353	39647	42430	37704	34273
652	1972.5	28.7	21832	21619	38871	39975	37425	33472
653	1975.4	28.7	22495	21823	39634	42776	37309	34176
654	1978.2	28.5	21738	21736	39709	40577	36924	34037
655	1981.1	28.5	22942	21172	38786	41166	38285	33070
656	1984	28.7	22123	21312	39743	41722	37072	32983
657	1986.9	28.7	21504	21364	39876	39976	38479	34836
658	1989.7	28.6	22247	21289	38206	41194	37192	34478
659	1992.6	28.6	21315	21656	38653	41364	38598	34478
660	1995.5	28.7	22073	21958	39323	40183	36795	35721
661	1998.4	28.7	20787	22099	39135	40574	37530	34940
662	2001.3	28.7	22424	22466	39294	40879	36571	33954
663	2004.2	28.7	22055	21752	38066	40715	37574	33841
664	2007	28.5	22135	21946	39628	41484	37323	34732
665	2009.9	28.5	21504	22181	39095	39559	37900	33924
666	2012.8	28.7	21938	21430	39312	40773	36662	33920
667	2015.7	28.7	22215	22452	39513	40512	36250	34098
668	2018.6	28.7	21449	21559	39054	41245	36856	34531
669	2021.5	28.7	22201	22050	41121	40998	37466	33904
670	2024.3	28.7	21788	21378	38216	41053	38300	34548
671	2027.2	28.7	21541	21499	38536	41956	37261	34644
672	2030.1	28.5	21732	22147	39363	40966	36546	35446
673	2033	28.5	21868	21182	38395	40921	37526	32653
674	2035.8	28.7	20661	21333	39285	41071	37318	34059
675	2038.7	28.7	21990	21000	39761	41688	36830	32881
676	2041.6	28.7	22075	22320	40033	40882	37134	32791
677	2044.5	28.7	21262	22734	39308	40527	37921	33888
678	2047.3	28.7	21297	22822	39749	39839	37375	34378
679	2050.2	28.7	21574	22398	38570	41426	36683	33723
680	2053.1	28.7	20689	21275	38001	40204	37415	34449
681	2056	28.7	21905	22365	38777	40330	37361	35008
682	2058.9	28.7	21918	22021	39480	40632	36849	33801
683	2061.7	28.7	22127	21654	39929	40394	36019	33766
684	2064.6	28.7	21546	21164	39901	39860	37381	34904
685	2067.5	28.7	21993	22055	39015	40369	36446	33869
686	2070.4	28.7	21335	21516	38987	40763	37510	34977
687	2073.2	28.7	21635	22698	38715	41795	37349	34183
688	2076.1	28.7	22337	22298	39188	40468	37773	34678
689	2079	28.7	22040	21960	38740	40178	37093	33575
690	2081.9	28.7	22064	21741	40106	39841	37052	34828
691	2084.8	28.7	21956	21909	38863	40738	36758	34161
692	2087.6	28.5	22275	21823	38222	41647	37852	34179
693	2090.5	28.5	21798	22508	40287	41257	36731	34021
694	2093.4	28.7	21440	21803	39825	40501	37238	33820
695	2096.3	28.7	21421	22206	38707	40609	38590	33779
696	2099.2	28.7	21807	20486	39141	40957	37280	34050
697	2102.1	28.7	20803	22516	39136	40996	37272	34734
698	2104.9	28.7	22196	22651	39856	41233	37099	33034
699	2107.8	28.7	21639	22658	38931	42432	37491	34807
700	2110.7	28.7	21550	22393	39927	40975	35407	34978
701	2113.6	28.7	21788	21380	39546	41869	37302	33719
702	2116.5	28.7	21778	21543	39486	41859	37955	34348
703	2119.3	28.7	22717	22585	40205	40842	38401	33764
704	2122.2	28.7	22943	21808	38524	41742	36744	33933
705	2125.1	28.7	21465	21846	37667	40497	36549	33650
706	2128	28.7	21939	22055	40339	39535	37508	33979
707	2130.9	28.7	21503	21062	39626	41325	37459	34463
708	2133.8	28.7	21786	21156	39157	40608	36966	33808
709	2136.7	28.7	21801	22323	38479	40356	37198	34318
710	2139.5	28.7	22017	21667	39789	42527	37814	33545
711	2142.4	28.7	23041	21771	38736	40347	37947	34985
712	2145.3	28.6	21470	21639	38869	41013	35797	34354
713	2148.2	28.6	21964	21321	38868	41463	38050	34834
714	2151	28.7	20963	21057	38984	41786	37719	33466
715	2153.9	28.7	21622	22127	39406	40626	37403	32730
716	2156.8	28.7	20872	22344	39197	40744	36370	34530
717	2159.7	28.7	22050	21838	38766	39376	38271	34078
718	2162.6	28.7	21991	22284	39102	41049	37184	34057
719	2165.5	28.7	21050	22014	38943	40343	36678	33275
720	2168.3	28.7	21280	23043	38661	40199	36743	33645
721	2171.2	28.7	21164	21748	38829	40405	36751	32920
722	2174.1	28.7	20984	22029	38589	40289	37393	34700
723	2177	28.7	22331	22447	38397	40099	37627	34095
724	2179.9	28.7	22016	22063	38698	40029	37389	33972
725	2182.7	28.7	21791	21325	39981	41176	37011	34035
726	2185.6	28.7	21511	21596	39832	40180	37318	33644
727	2188.5	28.7	21531	21641	38542	39650	36762	33060
728	2191.4	28.7	22272	21573	37458	41102	36323	34788
729	2194.2	28.7	21162	22164	39372	41221	36595	34222
730	2197.1	28.7	21863	21577	39917	40867	37670	34181
731	2200	28.7	21443	21892	40034	40522	37938	33896
732	2202.9	28.6	22287	21711	39020	41324	37832	34872
733	2205.8	28.6	21551	21658	39603	40530	37428	32539
734	2208.7	28.7	21412	21223	38534	41273	37183	33010
735	2211.6	28.7	21445	20803	38913	40605	37422	34095
736	2214.5	28.7	22186	21471	39573	40574	36513	34341
737	2217.3	28.7	21607	22188	39485	40037	37338	33592
738	2220.2	28.7	22484	21855	37696	40127	37210	33230
739	2223.1	28.7	21705	21728	39511	40040	37396	33447
740	2226	28.7	21326	21615	39956	40133	37220	32807
741	2228.9	28.7	21606	22084	38340	40327	36084	33680
742	2231.8	28.7	22656	21629	39058	41105	38640	33985
743	2234.6	28.7	21831	22121	39146	41326	38015	33222
744	2237.5	28.7	21952	21727	38850	40043	38361	35593
745	2240.4	28.7	22451	21530	39348	39690	37440	33025
746	2243.3	28.7	22310	20918	38598	39480	36037	34341
747	2246.1	28.7	22162	21939	38524	40206	35979	33732
748	2249	28.6	22320	21577	38516	39886	36867	33810
749	2251.9	28.6	21825	22012	40156	40337	36922	34533
750	2254.8	28.7	21649	22006	38549	39182	36467	34566
751	2257.7	28.7	21805	22346	38913	40317	38078	33647
752	2260.6	28.8	21192	21819	38471	40207	36989	34277
753	2263.4	28.8	22202	21961	38555	40571	36333	33116
754	2266.3	28.7	21955	21299	39255	40377	36801	34298
755	2269.2	28.7	21824	22133	39133	39520	36715	33095
756	2272.1	28.7	21562	21800	39520	41310	37045	34150
757	2274.9	28.7	21390	21306	38147	39689	35509	33458
758	2277.8	28.7	21721	21421	40168	39965	37123	34093
759	2280.7	28.7	21210	20882	38387	39295	37248	33990
760	2283.6	28.7	21460	22216	38669	40037	36794	33504
761	2286.5	28.7	21783	22046	39841	39987	36666	33901
762	2289.4	28.7	21663	22868	39004	39923	37594	35452
763	2292.2	28.7	21978	22180	39905	40305	36430	33896
764	2295.1	28.6	21582	21034	39950	41107	36721	33962
765	2298	28.6	21573	21224	38226	40923	36680	33070
766	2300.9	28.7	21471	21728	38538	41203	36948	34767
767	2303.8	28.7	21836	22014	38671	40813	36614	32845
768	2306.6	28.7	21761	21793	39303	41670	36948	33743
769	2309.5	28.7	21957	21963	39468	39602	36587	33400
770	2312.4	28.8	21734	21530	39066	41080	37272	34487
771	2315.3	28.8	21750	21931	38847	39789	37526	34173
772	2318.2	28.7	22058	22196	39347	40422	37664	33459
773	2321	28.7	22902	21584	38892	40727	37380	33734
774	2323.9	28.6	21964	22014	39291	41088	37161	34043
775	2326.8	28.6	20682	21712	39013	41925	36221	33348
776	2329.7	28.7	21198	21282	39657	41559	37459	33278
777	2332.6	28.7	22073	22196	38862	41451	37556	34305
778	2335.4	28.7	21834	21259	39291	41008	37737	33188
779	2338.3	28.7	21761	20887	39347	40521	36734	33834
780	2341.2	28.7	21119	22186	38042	41157	37076	33119
781	2344.1	28.7	21775	21807	38882	39872	36939	34077
782	2346.9	28.7	22058	21743	38884	40979	37286	33857
783	2349.8	28.7	21622	21242	39111	41615	38073	33815
784	2352.7	28.7	21281	22088	38151	41048	37355	34082
785	2355.6	28.7	21832	22478	38846	40662	36564	33612
786	2358.5	28.7	21529	22252	39020	40185	37299	34036
787	2361.4	28.7	21155	21501	38797	40814	37050	33698
788	2364.2	28.7	21673	21555	38149	40529	36679	33576
789	2367.1	28.7	21662	22168	38227	40962	36774	33394
790	2370	28.7	21722	22092	38411	40779	37163	33248
791	2372.9	28.7	22219	20812	39285	41431	37723	33262
792	2375.7	28.7	22168	21784	38532	39263	37902	33904
793	2378.6	28.7	21774	22706	39535	41260	36732	33844
794	2381.5	28.7	21800	21541	37671	40116	38547	33430
795	2384.4	28.7	22239	21610	39201	39685	36079	33773
796	2387.3	28.7	20551	22131	38918	41435	37693	33512
797	2390.2	28.7	21587	22503	39856	40734	35496	33286
798	2393	28.7	21199	21956	38960	39944	36555	33854
799	2395.9	28.7	22195	21416	38885	39312	35928	33807
800	2398.8	28.7	21302	21647	40283	40799	37768	33385
801	2401.7	28.7	21494	22413	38082	40436	36195	33896
802	2404.6	28.7	21857	21499	38407	39256	36819	33681
803	2407.4	28.7	21438	21952	40422	39417	36852	33962
804	2410.3	28.7	22082	21961	39858	40971	37822	33626
805	2413.2	28.7	22423	21736	37957	40094	36775	33230
806	2416.1	28.7	21917	22587	39384	41246	36695	32698
807	2419	28.7	21642	22280	39563	41312	35975	34051
808	2421.9	28.7	21661	21558	39569	39811	36550	34710
809	2424.7	28.7	21496	21583	39161	41466	37347	34280
810	2427.6	28.7	21522	21719	39694	40988	36694	35047
811	2430.5	28.7	22330	22085	38776	39700	36557	33703
812	2433.4	28.7	22175	22046	38334	40777	37223	34162
813	2436.2	28.7	22236	21958	38210	41267	37593	33285
814	2439.1	28.7	22057	21954	39430	42053	37076	34098
815	2442	28.7	20839	21501	38124	40378	36882	33990
816	2444.9	28.7	22197	22032	38905	39290	37331	34326
817	2447.8	28.7	22348	21969	39704	40219	36533	33172
818	2450.7	28.7	21978	21695	38801	40197	36912	33617
819	2453.5	28.7	21824	22265	39522	40487	36515	33562
820	2456.4	28.8	22001	22728	39051	41335	36614	33829
821	2459.3	28.8	20873	21539	39080	39980	36927	33812
822	2462.2	28.7	21834	21451	39553	40206	38099	33414
823	2465.1	28.7	22403	21545	38828	40011	36841	33593
824	2468	28.7	21252	21198	39969	40559	38022	32986
825	2470.8	28.7	21959	21358	39952	39986	37185	34628
826	2473.7	28.7	21193	22043	39973	40528	36172	34340
827	2476.6	28.7	21436	21099	40205	41048	36578	34017
828	2479.5	28.7	22162	21365	39714	40858	37250	33220
829	2482.4	28.7	21631	21772	38237	41048	36386	33993
830	2485.2	28.7	21602	22202	38861	40442	37417	33725
831	2488.1	28.7	22002	22076	38303	40964	36646	33222
832	2491	28.7	21225	21623	39095	41068	36443	34834
833	2493.9	28.7	22057	22020	39149	39956	37360	33508
834	2496.8	28.7	22114	21653	38814	39589	36416	34519
835	2499.7	28.7	20951	22010	40265	39935	36985	33071
836	2502.5	28.7	21504	21986	39199	41216	37233	34544
837	2505.4	28.7	21832	21712	38648	40360	36164	33699
838	2508.3	28.8	22687	21672	38712	40719	36537	32629
839	2511.2	28.8	22492	21020	39147	39415	37081	33541
840	2514.1	28.7	21145	20953	37934	39932	37036	32656
841	2516.9	28.7	22065	21115	39308	40420	35933	32789
842	2519.8	28.7	22309	22436	39412	40775	37058	33231
843	2522.7	28.7	22105	22459	39238	40135	37019	33190
844	2525.6	28.7	22340	21483	38574	41039	36106	33442
845	2528.5	28.7	21880	21604	39173	40831	36929	33902
846	2531.3	28.7	20792	22246	39481	42044	36941	33738
847	2534.2	28.7	22407	22322	39447	41436	36937	34049
848	2537.1	28.6	21770	22318	38480	40194	36301	33981
849	2540	28.6	21436	22396	39061	40850	37016	33549
850	2542.9	28.7	21295	22937	38845	39964	37000	33375
851	2545.7	28.7	21588	22374	38960	40929	37168	33981
852	2548.6	28.7	23273	21994	37789	40560	35790	33007
853	2551.5	28.7	22100	21310	40003	40276	37151	34455
854	2554.4	28.7	22069	22347	38995	40619	37360	34203
855	2557.3	28.7	21802	21051	39286	40091	36041	33514
856	2560.1	28.8	21733	22186	39118	40715	36698	34082
857	2563	28.8	21550	20567	38848	40116	36982	33855
858	2565.9	28.7	21988	21379	38809	40806	36769	33856
859	2568.8	28.7	21954	21457	39298	41471	36866	33639
860	2571.7	28.8	22387	22031	37907	40904	37580	33306
861	2574.6	28.8	21416	22326	39809	40390	37032	33944
862	2577.5	28.8	21547	21541	38006	40622	36931	34024
863	2580.3	28.8	21416	22456	38500	40402	36932	33965
864	2583.2	28.8	21410	22238	38869	40056	35786	32982
865	2586.1	28.8	22451	21958	38212	41336	36913	33698
866	2589	28.7	20666	21814	39612	40387	37475	33715
867	2591.9	28.7	22214	22050	39971	39395	36755	33310
868	2594.7	28.8	21470	22150	39208	41214	37715	33708
869	2597.6	28.8	21506	22342	39256	39801	36574	33741
870	2600.5	28.7	21823	21291	38832	39901	36335	33664
871	2603.4	28.7	21934	22339	39094	40393	36191	33879
872	2606.3	28.7	22194	21897	38920	41478	37202	33942
873	2609.1	28.7	21498	20864	39030	40554	36767	34040
874	2612	28.8	22081	21044	39680	39964	37033	34905
875	2614.9	28.8	21274	21321	39296	41087	37560	34132
876	2617.8	28.7	21068	21521	39291	41004	37023	33219
877	2620.7	28.7	21693	22279	38176	40163	35647	33806
878	2623.5	28.7	21821	21345	39698	39962	37132	34358
879	2626.4	28.7	21871	21524	39056	40056	36653	33749
880	2629.3	28.7	21858	22258	38978	40708	36423	33527
881	2632.2	28.7	21537	22132	38934	40735	36995	34822
882	2635.1	28.7	21458	22269	38435	40682	35522	32943
883	2637.9	28.7	22784	21717	38564	40055	36754	33716
884	2640.8	28.8	21853	21671	39702	39483	35288	32556
885	2643.7	28.8	22233	22027	37583	39321	36851	33279
886	2646.6	28.8	21665	21448	38488	40140	36885	33274
887	2649.4	28.8	22264	20869	38185	40542	36599	33864
888	2652.3	28.8	22088	22175	39321	40700	36517	33168
889	2655.2	28.8	21784	21558	37960	40633	36932	33269
890	2658.1	28.7	22454	22643	40292	39539	36941	33455
891	2661	28.7	21808	21737	39040	40641	36179	34092
892	2663.9	28.7	21982	21941	38786	41743	36668	34308
893	2666.7	28.7	22288	21136	38862	40640	37384	32995
894	2669.6	28.7	21594	21134	38575	41640	35797	33010
895	2672.5	28.7	21772	22265	38777	40984	37302	33616
896	2675.4	28.7	21917	22057	39850	40808	36490	32778
897	2678.3	28.7	20795	21304	38749	39288	35966	33418
898	2681.2	28.8	20996	21826	39338	40289	36519	33913
899	2684	28.8	21073	21578	38295	40341	36937	33640
900	2686.9	28.8	21386	21416	38986	39376	36279	34189
901	2689.8	28.8	22292	22159	38922	41284	35970	32519
902	2692.7	28.8	22045	21495	38287	38920	36425	34391
903	2695.6	28.8	22063	21696	38601	40816	36550	33324
904	2698.4	28.7	21816	22135	38702	41011	37446	33131
905	2701.3	28.7	22432	21945	38093	39360	37314	34374
906	2704.2	28.7	21813	20596	38239	40019	36413	33802
907	2707.1	28.7	22503	22216	38722	40900	36726	32887
908	2710	28.8	21883	22382	39093	39210	37953	32788
909	2712.9	28.8	22194	21184	39173	40807	37130	34056
910	2715.8	28.7	21976	21681	38507	39237	36889	33336
911	2718.6	28.7	22587	22043	38537	39991	36951	33883
912	2721.5	28.7	20623	22748	39412	40487	36831	34266
913	2724.4	28.7	22491	21270	38014	40485	36664	33724
914	2727.3	28.7	21239	21628	39368	40604	35932	34201
915	2730.2	28.7	20710	21768	38083	39208	36526	34164
916	2733	28.7	21942	22417	38552	40549	36567	32797
917	2735.9	28.7	21939	23224	39893	39196	35946	34084
918	2738.8	28.7	22668	21898	38051	39865	36433	34336
919	2741.7	28.7	20844	21415	38753	41099	36847	33778
920	2744.6	28.7	21164	20979	38536	40503	36361	33839
921	2747.4	28.7	21989	22634	39057	39686	37019	33015
922	2750.3	28.7	22127	22089	37809	40878	37915	33581
923	2753.2	28.7	21449	21709	38482	40962	35552	33276
